University,Country,City,Region,Logo,Link,Type,Size,Faculty_count,International_Students,Students_count,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Latitude,Longitude
Pontificia Universidad Javeriana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_small.jpg,https://www.topuniversities.com/universities/pontificia-universidad-javeriana,Private,L,2,415,28,430,461,523,467,426,412,,
Chung-Ang University (CAU),South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg,https://www.topuniversities.com/universities/chung-ang-university-cau,Private,L,3,3,24,385,958,397,412,403,414,,
Lappeenranta-Lahti University of Technology LUT,Finland,Lappeenranta ,Europe,https://www.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg,https://www.topuniversities.com/universities/lappeenranta-lahti-university-technology-lut,Public,S,298,399,4172,472,502,523,490,470,414,,
Tampere University,Finland,Tampere,Europe,https://www.topuniversities.com/sites/default/files/tampere-university_5bbf14847d023f5bc849ec9a_small.jpg,https://www.topuniversities.com/universities/tampere-university,Public,L,1,996,12,0,0,0,395,409,414,,
Universiti Teknologi PETRONAS (UTP),Malaysia,Seri Iskandar,Asia,https://www.topuniversities.com/sites/default/files/universiti-teknologi-petronas-utp_592560cf2aeae70239af4ef2_small.jpg,https://www.topuniversities.com/universities/universiti-teknologi-petronas-utp,Private,M,438,639,4818,601,602,523,481,439,414,,
"University of Colorado, Denver",United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg,https://www.topuniversities.com/universities/university-colorado-denver1,Public,L,5,1,15,373,394,397,392,398,414,39.74906588,-105.0020326
University of Science and Technology Beijing,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg,https://www.topuniversities.com/universities/university-science-technology-beijing,Public,L,2,818,30,550,551,500,461,446,414,,
Laval University,Canada,Québec,North America,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg,https://www.topuniversities.com/universities/universite-laval,Public,L,2,4,22,371,378,402,415,420,414,46.78197403,-71.27469949
National Technical University of Athens,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-of-athens_592560cf2aeae70239af4aa3_small.jpg,https://www.topuniversities.com/universities/national-technical-university-athens,Public,L,689,846,13780,394,401,446,453,477,421,,
Université de Strasbourg,France,Strasbourg,Europe,https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg,https://www.topuniversities.com/universities/universite-de-strasbourg,Public,XL,3,9,63,260,303,348,379,398,421,,
Universität Mannheim,Germany,Mannheim,Europe,https://www.topuniversities.com/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg,https://www.topuniversities.com/universities/universitat-mannheim,Public,M,307,1,9824,410,388,338,313,308,423,,
James Cook University,Australia,Townsville,Oceania,https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg,https://www.topuniversities.com/universities/james-cook-university,Public,M,2940,1,32340,340,367,369,377,462,424,-19.32554463,146.756671
University of Naples - Federico II,Italy,Naples,Europe,https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,https://www.topuniversities.com/universities/university-naples-federico-ii,Public,XL,2,128,44,482,481,472,423,392,424,,
University of Witwatersrand,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,https://www.topuniversities.com/universities/university-witwatersrand,Public,L,2,2,30,358,364,381,400,403,424,-26.1927103,28.03051621
Johannes Gutenberg Universität Mainz,Germany,Mainz,Europe,https://www.topuniversities.com/sites/default/files/johannes-gutenberg-universitt-mainz_382_small.jpg,https://www.topuniversities.com/universities/johannes-gutenberg-universitat-mainz,Public,XL,3,4,27,402,398,407,410,403,427,,
Washington State University,United States,Pullman,North America,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,https://www.topuniversities.com/universities/washington-state-university,Public,L,2,2,28,394,401,391,400,411,427,46.730448,-117.158168
Oxford Brookes University,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg,https://www.topuniversities.com/universities/oxford-brookes-university,Public,L,1471,3,22065,358,361,363,376,383,429,,
Wake Forest University,United States,Winston-Salem,North America,https://www.topuniversities.com/sites/default/files/wake-forest-university_661_small.jpg,https://www.topuniversities.com/universities/wake-forest-university,Private,M,2,805,8,402,412,387,398,380,429,36.135301,-80.279004
Colorado State University,United States,Fort Collins,North America,https://www.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg,https://www.topuniversities.com/universities/colorado-state-university,Public,L,3,2,24,385,481,450,441,443,431,40.57367556,-105.0865165
Rensselaer Polytechnic Institute,United States,Troy,North America,https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute,Private,M,639,2,7668,310,364,345,383,470,431,42.728983,-73.678768
Universidade Nova de Lisboa,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,https://www.topuniversities.com/universities/universidade-nova-de-lisboa,Public,L,2,4,24,365,361,405,420,428,431,,
Universidade Federal de São Paulo,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,https://www.topuniversities.com/universities/universidade-federal-de-sao-paulo,Public,L,2,153,12,502,502,464,438,420,434,,
University of Johannesburg,South Africa,Johannesburg,Africa,https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,https://www.topuniversities.com/universities/university-johannesburg,Public,L,2,4,20,601,602,552,500,439,434,-26.18599008,28.01446583
Shanghai University,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg,https://www.topuniversities.com/universities/shanghai-university,Public,XL,4,2,36,452,422,422,412,387,436,,
Tulane University,United States,New Orleans,North America,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg,https://www.topuniversities.com/universities/tulane-university,Private,M,2,1,12,502,452,412,418,414,436,29.94175824,-90.12038566
University of Canberra,Australia,Bruce,Oceania,https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg,https://www.topuniversities.com/universities/university-canberra,Public,M,395,3,10665,550,551,606,483,456,436,-35.23792301,149.0838813
"Essex, University of",United Kingdom,Colchester,Europe,https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,https://www.topuniversities.com/universities/essex-university,Public,L,1,6,14,330,346,355,369,411,439,,
Swansea University,United Kingdom,Swansea,Europe,https://www.topuniversities.com/sites/default/files/swansea-university_592560cf2aeae70239af4cce_small.jpg,https://www.topuniversities.com/universities/swansea-university,Public,L,3290,4,36190,389,432,435,461,474,440,,
University of Cyprus (UCY),Cyprus,Nicosia,Europe,https://www.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg,https://www.topuniversities.com/universities/university-cyprus-ucy,Public,M,318,874,6678,0,0,0,0,477,440,,
University of Trento,Italy,Trento,Europe,https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg,https://www.topuniversities.com/universities/university-trento,Public,L,1,738,13,441,443,426,389,403,440,,
University of Tromsø The Arctic University of Norway,Norway,Tromsø,Europe,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway,Public,L,2,1,14,377,367,369,389,416,440,,
Illinois Institute of Technology,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/illinois-institute-of-technology_277_small.jpg,https://www.topuniversities.com/universities/illinois-institute-technology,Private,M,402,2,6030,402,395,426,420,426,444,41.833801,-87.628346
HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small.jpg,https://www.topuniversities.com/universities/hufs-hankuk-korea-university-foreign-studies,Private,L,2,3,14,430,397,387,407,392,445,,
The American University in Cairo,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg,https://www.topuniversities.com/universities/american-university-cairo,Private,M,578,213,5780,364,395,420,395,411,445,30.0188713,31.50146394
Umm Al-Qura University ,Saudi Arabia,Makkah,Asia,https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg,https://www.topuniversities.com/universities/umm-al-qura-university,Public,XL,4,4,32,502,551,543,500,474,447,,
Universität  Leipzig,Germany,Leipzig,Europe,https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg,https://www.topuniversities.com/universities/universitat-leipzig,Public,L,4,3,28,502,502,582,533,483,447,,
Universität des Saarlandes,Germany,Saarbrücken,Europe,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,https://www.topuniversities.com/universities/universitat-des-saarlandes,Public,L,3,3,18,502,502,461,467,451,447,,
